date;Italy;US;Spain;Germany;Korea, South
2022-06-09;17589595;85366434;12436538;26738530;18209650
2022-06-10;17611607;85472998;12478994;26803867;18218078
2022-06-11;17634065;85506401;12478994;26803867;18225460
2022-06-12;17653375;85515831;12478994;26809245;18229288
2022-06-13;17664043;85666972;12478994;26915085;18239056
2022-06-14;17703887;85759237;12515127;27007429;18248479
2022-06-15;17736696;85942237;12515127;27096571;18256457
2022-06-16;17773764;86058228;12515127;27124689;18263643
2022-06-17;17809934;86216418;12563399;27204953;18270481
2022-06-18;17844905;86230982;12563399;27204955;18276552
2022-06-19;17879160;86246101;12563399;27211896;18280090
2022-06-20;17896065;86297081;12563399;27334993;18289373
